card_id,ssn,bname,fname,lname,email,address,phonenumber
ID000218,394694479,Judy Richards,Judy,Richards,jrichards61@narod.ru,"9420 Main Hill, Dallas, TX",4698718324
ID000219,977891063,Janice Garrett,Janice,Garrett,jgarrett62@naver.com,"2998 Chive Place, Dallas, TX",2148096943
ID000220,720120662,Raymond Peterson,Raymond,Peterson,rpeterson63@friendfeed.com,"892 Fairfield Point, Richardson, TX",4699475199
ID000221,344038015,Marilyn Williams,Marilyn,Williams,mwilliams64@blinklist.com,"0 John Wall Circle, Dallas, TX",2149928183
ID000222,166809145,Teresa Reid,Teresa,Reid,treid65@baidu.com,"9224 Manufacturers Terrace, Dallas, TX",9724576436
ID000223,628544529,Irene Medina,Irene,Medina,imedina66@hhs.gov,"51 Southridge Pass, Dallas, TX",9729943852
ID000224,763925219,Linda Carpenter,Linda,Carpenter,lcarpenter67@flavors.me,"43 Dovetail Road, Dallas, TX",9728668440
ID000225,468306717,Jonathan Harrison,Jonathan,Harrison,jharrison68@hp.com,"113 Havey Crossing, Plano, TX",4699002769
ID000226,716635871,Laura Graham,Laura,Graham,lgraham69@rakuten.co.jp,"72346 Emmet Place, Dallas, TX",4698924249
ID000227,462648746,Sharon Pierce,Sharon,Pierce,spierce6a@dmoz.org,"9 Clove Trail, Dallas, TX",9729305410
ID000228,890274530,Katherine Boyd,Katherine,Boyd,kboyd6b@cafepress.com,"90 Park Meadow Junction, Dallas, TX",2146525153
ID000229,875977822,Brian Perkins,Brian,Perkins,bperkins6c@adobe.com,"5988 Havey Street, Dallas, TX",9729732502
ID000230,867848327,Eric Cooper,Eric,Cooper,ecooper6d@studiopress.com,"7 Granby Road, Dallas, TX",9729702642
ID000231,907941254,Randy Stanley,Randy,Stanley,rstanley6e@cbsnews.com,"94552 Linden Court, Dallas, TX",9728158835
ID000232,319592633,Pamela Gutierrez,Pamela,Gutierrez,pgutierrez6f@cdbaby.com,"50236 Goodland Lane, Plano, TX",9729682569
ID000233,145928000,Keith Perkins,Keith,Perkins,kperkins6g@mayoclinic.com,"9543 Farragut Road, Richardson, TX",2148040599
ID000234,361703782,Scott Spencer,Scott,Spencer,sspencer6h@edublogs.org,"5 Lukken Junction, Dallas, TX",2147014621
ID000235,992964866,Todd Bryant,Todd,Bryant,tbryant6i@lycos.com,"418 Onsgard Hill, Dallas, TX",2149807359
ID000236,916548159,Jose Anderson,Jose,Anderson,janderson6j@comsenz.com,"2705 Ohio Junction, Dallas, TX",2145302752
ID000237,133834824,Amanda Davis,Amanda,Davis,adavis6k@studiopress.com,"1636 Norway Maple Place, Plano, TX",4699135733
ID000238,712128661,Richard Cruz,Richard,Cruz,rcruz6l@sina.com.cn,"69 Marquette Park, Richardson, TX",4699027741
ID000239,325772883,Sara Walker,Sara,Walker,swalker6m@bloomberg.com,"18924 3rd Circle, Dallas, TX",9729327544
ID000240,974709717,Gloria Sanders,Gloria,Sanders,gsanders6n@blog.com,"36961 Green Ridge Place, Dallas, TX",2149373306
ID000241,584043187,Jonathan Harris,Jonathan,Harris,jharris6o@freewebs.com,"286 Merry Way, Dallas, TX",4698734473
ID000242,152313951,Juan Fields,Juan,Fields,jfields6p@nationalgeographic.com,"291 Marquette Parkway, Richardson, TX",9729167303
ID000243,950883244,Wanda Mills,Wanda,Mills,wmills6q@twitter.com,"79024 Surrey Way, Dallas, TX",4699206298
ID000244,315120643,Karen Davis,Karen,Davis,kdavis6r@discuz.net,"83 Holy Cross Drive, Dallas, TX",9728905755
ID000245,328212988,Scott Montgomery,Scott,Montgomery,smontgomery6s@squarespace.com,"96247 Oriole Circle, Dallas, TX",9729295312
ID000246,752038294,Michael Stevens,Michael,Stevens,mstevens6t@reuters.com,"356 Shoshone Drive, Dallas, TX",4698035017
ID000247,223105941,Andrea Baker,Andrea,Baker,abaker6u@ning.com,"90 Heath Drive, Dallas, TX",4699301109
ID000248,383362902,Marilyn Alexander,Marilyn,Alexander,malexander6v@goo.gl,"443 Dottie Circle, Dallas, TX",9724062617
ID000249,556967003,Harry Alvarez,Harry,Alvarez,halvarez6w@blogspot.com,"636 Express Way, Dallas, TX",2149545716
ID000250,760251865,Rose Peterson,Rose,Peterson,rpeterson6x@unesco.org,"034 Shelley Drive, Dallas, TX",9728614171
ID000251,196060978,Barbara Garcia,Barbara,Garcia,bgarcia6y@chicagotribune.com,"5690 Acker Road, Dallas, TX",4695178843
ID000252,140562974,Ann Berry,Ann,Berry,aberry6z@wix.com,"37940 Morning Hill, Dallas, TX",9729187984
ID000253,493924232,Paul Turner,Paul,Turner,pturner70@eventbrite.com,"75287 Pleasure Place, Dallas, TX",9727826768
ID000254,353189662,Theresa Day,Theresa,Day,tday71@skyrock.com,"9 American Ash Crossing, Dallas, TX",9729094722
ID000255,926428995,Andrew Gilbert,Andrew,Gilbert,agilbert72@npr.org,"8 American Parkway, Dallas, TX",9728342804
ID000256,741117814,Alice Turner,Alice,Turner,aturner73@seesaa.net,"4 Namekagon Lane, Dallas, TX",2146606741
ID000257,700238477,Julie Smith,Julie,Smith,jsmith74@nydailynews.com,"61345 Namekagon Place, Dallas, TX",4698612346
ID000258,390308158,Alice Carr,Alice,Carr,acarr75@devhub.com,"7564 Ohio Plaza, Dallas, TX",2145491687
ID000259,941057192,Harry Baker,Harry,Baker,hbaker76@hostgator.com,"7 Straubel Center, Plano, TX",4695905412
ID000260,949376371,Donna Cooper,Donna,Cooper,dcooper77@scientificamerican.com,"1629 Summer Ridge Plaza, Dallas, TX",4699573027
ID000261,947047262,Laura Rogers,Laura,Rogers,lrogers78@google.co.jp,"7776 Summer Ridge Court, Dallas, TX",9727307675
ID000262,443615562,Jessica Hicks,Jessica,Hicks,jhicks79@chron.com,"17138 Ryan Circle, Dallas, TX",4698156162
ID000263,428097397,George Turner,George,Turner,gturner7a@opera.com,"4 Quincy Pass, Richardson, TX",2149582175
ID000264,354538826,Joan Watkins,Joan,Watkins,jwatkins7b@phoca.cz,"9601 Lerdahl Pass, Plano, TX",2148149170
ID000265,757213141,Andrea Gonzalez,Andrea,Gonzalez,agonzalez7c@jiathis.com,"127 Russell Hill, Dallas, TX",9728095959
ID000266,924179942,Billy Little,Billy,Little,blittle7d@spiegel.de,"46 Autumn Leaf Junction, Dallas, TX",9729866001
ID000267,778686617,Teresa Marshall,Teresa,Marshall,tmarshall7e@opensource.org,"2 Sheridan Trail, Dallas, TX",4698842394
ID000268,431200144,Benjamin Lynch,Benjamin,Lynch,blynch7f@newyorker.com,"53 Tennyson Park, Dallas, TX",4698779851
ID000269,851350300,Nancy Dixon,Nancy,Dixon,ndixon7g@instagram.com,"4 Dwight Street, Dallas, TX",9727703641
ID000270,583406101,Jean Dunn,Jean,Dunn,jdunn7h@stanford.edu,"4 North Street, Dallas, TX",4699956149
ID000271,125985061,Anthony Gardner,Anthony,Gardner,agardner7i@bizjournals.com,"9823 Donald Terrace, Dallas, TX",9724323180
ID000272,750841386,Benjamin Morrison,Benjamin,Morrison,bmorrison7j@parallels.com,"21 Oriole Terrace, Dallas, TX",2144096322
ID000273,319093742,Anne Dixon,Anne,Dixon,adixon7k@free.fr,"9579 Browning Crossing, Dallas, TX",9729076080
ID000274,585900674,Denise Wallace,Denise,Wallace,dwallace7l@ovh.net,"6021 Portage Park, Dallas, TX",9729404355
ID000275,416383510,Linda Owens,Linda,Owens,lowens7m@marketwatch.com,"13 Monterey Alley, Richardson, TX",2148363577
ID000276,614685656,Larry Warren,Larry,Warren,lwarren7n@princeton.edu,"2657 Mitchell Hill, Plano, TX",9729387212
ID000277,984488111,Edward Hunt,Edward,Hunt,ehunt7o@wufoo.com,"6 Claremont Avenue, Dallas, TX",9727631900
ID000278,446204077,Harry Mcdonald,Harry,Mcdonald,hmcdonald7p@webnode.com,"22283 Farragut Place, Plano, TX",2148733156
ID000279,154671759,Lawrence Wells,Lawrence,Wells,lwells7q@slate.com,"841 Delaware Place, Dallas, TX",2149767034
ID000280,218701729,Martin Fuller,Martin,Fuller,mfuller7r@altervista.org,"53309 Buhler Place, Dallas, TX",4696673361
ID000281,685992971,Roger Ellis,Roger,Ellis,rellis7s@mashable.com,"74213 Charing Cross Circle, Dallas, TX",9729767863
ID000282,551990871,Patrick Moreno,Patrick,Moreno,pmoreno7t@youtube.com,"490 Rockefeller Lane, Dallas, TX",9729555269
ID000283,156646797,Andrew Cole,Andrew,Cole,acole7u@ning.com,"30 Sunfield Pass, Plano, TX",2148797342
ID000284,704857803,Joan Hudson,Joan,Hudson,jhudson7v@scribd.com,"4 Everett Court, Dallas, TX",2149541417
ID000285,491796292,Chris Powell,Chris,Powell,cpowell7w@cloudflare.com,"4 Jenifer Circle, Dallas, TX",4697267925
ID000286,164908064,Anna Perez,Anna,Perez,aperez7x@tiny.cc,"1241 Graceland Court, Dallas, TX",4699962325
ID000287,857940950,Debra Gray,Debra,Gray,dgray7y@ucla.edu,"251 Monterey Hill, Dallas, TX",4699734499
ID000288,581462753,Annie Shaw,Annie,Shaw,ashaw7z@de.vu,"561 Cody Crossing, Plano, TX",2147641587
ID000289,300468310,Shawn Martinez,Shawn,Martinez,smartinez80@flickr.com,"19 Lunder Park, Dallas, TX",4699864161
ID000290,691971438,Mary Graham,Mary,Graham,mgraham81@shutterfly.com,"701 Cordelia Court, Dallas, TX",2146870840
ID000291,239904011,Janet West,Janet,West,jwest82@wikimedia.org,"2308 Division Center, Dallas, TX",2149780541
ID000292,702604201,Aaron Arnold,Aaron,Arnold,aarnold83@instagram.com,"5886 Banding Trail, Dallas, TX",2149555863
ID000293,253170796,Justin Brown,Justin,Brown,jbrown84@vistaprint.com,"611 Green Plaza, Plano, TX",2149016023
ID000294,547069057,George Torres,George,Torres,gtorres85@dropbox.com,"64206 Calypso Hill, Dallas, TX",9729254199
ID000295,722289325,Brian Romero,Brian,Romero,bromero86@bing.com,"4418 Green Ridge Terrace, Dallas, TX",4698259159
ID000296,488011020,Lawrence Morris,Lawrence,Morris,lmorris87@ucoz.ru,"42 Magdeline Pass, Dallas, TX",2149422979
ID000297,947939771,Patrick Garcia,Patrick,Garcia,pgarcia88@cornell.edu,"1 Nevada Parkway, Dallas, TX",4698276118
ID000298,708326866,Ashley Moreno,Ashley,Moreno,amoreno89@sakura.ne.jp,"067 Morning Park, Dallas, TX",4698696226
ID000299,421790842,Aaron Ellis,Aaron,Ellis,aellis8a@xing.com,"1925 Grasskamp Alley, Dallas, TX",4699379272
ID000300,554283296,Jimmy James,Jimmy,James,jjames8b@shutterfly.com,"3 Knutson Way, Dallas, TX",9729308175
ID000301,271284504,Maria Torres,Maria,Torres,mtorres8c@live.com,"56168 Arizona Drive, Dallas, TX",2149318328
ID000302,453784845,Chris Owens,Chris,Owens,cowens8d@un.org,"6 Browning Park, Dallas, TX",9727014889
ID000303,556279759,Elizabeth Harvey,Elizabeth,Harvey,eharvey8e@goo.ne.jp,"1995 Nelson Park, Dallas, TX",9729929375
ID000304,212619406,Jane Baker,Jane,Baker,jbaker8f@hatena.ne.jp,"0062 Sunbrook Junction, Dallas, TX",4697546653
ID000305,142068429,Lisa Kelley,Lisa,Kelley,lkelley8g@cdbaby.com,"272 Larry Drive, Dallas, TX",4699306637
ID000306,205626313,Jonathan Diaz,Jonathan,Diaz,jdiaz8h@foxnews.com,"18283 Brown Center, Dallas, TX",4699402479
ID000307,592939926,Mildred Allen,Mildred,Allen,mallen8i@merriam-webster.com,"5734 La Follette Point, Dallas, TX",4699462268
ID000308,714971208,Linda Rogers,Linda,Rogers,lrogers8j@vimeo.com,"0590 Northport Drive, Dallas, TX",9729471564
ID000309,949181878,Gary Garrett,Gary,Garrett,ggarrett8k@wufoo.com,"5285 2nd Court, Dallas, TX",4699392476
ID000310,454365067,Earl Hall,Earl,Hall,ehall8l@ifeng.com,"7755 Park Meadow Way, Dallas, TX",2148820672
ID000311,586204125,Benjamin Bailey,Benjamin,Bailey,bbailey8m@sina.com.cn,"72101 Elmside Parkway, Dallas, TX",2148963364
ID000312,853104620,Angela Graham,Angela,Graham,agraham8n@pinterest.com,"5 High Crossing Crossing, Richardson, TX",9728781468
ID000313,132687899,Dennis Hunter,Dennis,Hunter,dhunter8o@marriott.com,"7 2nd Place, Plano, TX",4699678745
ID000314,618212736,Matthew Stevens,Matthew,Stevens,mstevens8p@liveinternet.ru,"9603 Hansons Way, Dallas, TX",4698613808
ID000315,852750048,Annie Freeman,Annie,Freeman,afreeman8q@dot.gov,"7466 Gulseth Alley, Dallas, TX",9729210146
ID000316,652374979,Richard Lawson,Richard,Lawson,rlawson8r@opera.com,"792 Dottie Circle, Dallas, TX",2145459387
ID000317,953353551,Susan Allen,Susan,Allen,sallen8s@github.io,"6 Morrow Alley, Dallas, TX",2147480451
ID000318,269554900,Rose Coleman,Rose,Coleman,rcoleman8t@theglobeandmail.com,"26094 Loomis Alley, Dallas, TX",4698192212
ID000319,398575624,Kathy Elliott,Kathy,Elliott,kelliott8u@privacy.gov.au,"28 Boyd Pass, Dallas, TX",4699960439
ID000320,769136801,Teresa Brooks,Teresa,Brooks,tbrooks8v@ask.com,"57699 Oak Circle, Richardson, TX",9727314160
ID000321,781652211,Julie Lane,Julie,Lane,jlane8w@so-net.ne.jp,"8261 Magdeline Road, Dallas, TX",2149308339
ID000322,880145596,Jessica Day,Jessica,Day,jday8x@eventbrite.com,"80 Cascade Junction, Dallas, TX",2149471788
ID000323,472473959,Billy Cruz,Billy,Cruz,bcruz8y@narod.ru,"75 Mosinee Court, Dallas, TX",2147975929
ID000324,628104874,Martha Mccoy,Martha,Mccoy,mmccoy8z@google.ca,"74 Claremont Park, Dallas, TX",2149151572
ID000325,799418699,Frances Long,Frances,Long,flong90@usgs.gov,"0 Schlimgen Alley, Dallas, TX",2149514800
ID000326,826574791,Carolyn Duncan,Carolyn,Duncan,cduncan91@google.com.au,"1 Merry Place, Dallas, TX",2142798556
ID000327,497334483,Ryan Mendoza,Ryan,Mendoza,rmendoza92@cyberchimps.com,"9 Myrtle Way, Dallas, TX",2148671887
ID000328,733614241,Jerry Oliver,Jerry,Oliver,joliver93@ezinearticles.com,"0 Vera Alley, Dallas, TX",4697348276
ID000329,669726189,Juan Smith,Juan,Smith,jsmith94@ucoz.ru,"3 Dixon Parkway, Dallas, TX",2149099366
ID000330,867234679,Marilyn White,Marilyn,White,mwhite95@stumbleupon.com,"769 Mayfield Center, Dallas, TX",9729330968
ID000331,410608961,Anne Moreno,Anne,Moreno,amoreno96@kickstarter.com,"60 Raven Pass, Dallas, TX",2148860662
ID000332,381839299,Ruby Greene,Ruby,Greene,rgreene97@mediafire.com,"328 Fallview Center, Richardson, TX",2148727995
ID000333,186538147,Shawn Rivera,Shawn,Rivera,srivera98@smh.com.au,"8 American Hill, Dallas, TX",9725282505
ID000334,100082010,Tina Hamilton,Tina,Hamilton,thamilton99@tinyurl.com,"24695 Di Loreto Crossing, Dallas, TX",9727556424
ID000335,166295051,Benjamin Graham,Benjamin,Graham,bgraham9a@bloomberg.com,"08 New Castle Avenue, Dallas, TX",2149834311
ID000336,869236916,Doris Bailey,Doris,Bailey,dbailey9b@huffingtonpost.com,"5773 Eastlawn Center, Dallas, TX",4698011479
ID000337,242209101,Jason Washington,Jason,Washington,jwashington9c@nydailynews.com,"3225 Vera Lane, Richardson, TX",9729310247
ID000338,456040469,Evelyn Wilson,Evelyn,Wilson,ewilson9d@fema.gov,"9873 Kim Center, Richardson, TX",4699015209
ID000339,812937575,Steve Cunningham,Steve,Cunningham,scunningham9e@google.nl,"5615 Mcbride Park, Dallas, TX",2148833172
ID000340,696314035,Henry Howard,Henry,Howard,hhoward9f@wired.com,"9 Lakewood Avenue, Dallas, TX",2148486192
ID000341,399880576,Timothy Crawford,Timothy,Crawford,tcrawford9g@earthlink.net,"39384 Tony Terrace, Dallas, TX",9727292932
ID000342,342525404,Todd Rose,Todd,Rose,trose9h@fema.gov,"8 Mosinee Plaza, Plano, TX",4698932893
ID000343,699259472,Mary Nelson,Mary,Nelson,mnelson9i@tinypic.com,"8 Colorado Avenue, Dallas, TX",2142414452
ID000344,188143830,Jason Watkins,Jason,Watkins,jwatkins9j@jugem.jp,"74155 Welch Terrace, Dallas, TX",9729151343
ID000345,562735031,Kathy Cole,Kathy,Cole,kcole9k@macromedia.com,"8600 Anniversary Pass, Dallas, TX",2149937915
ID000346,633542851,Albert Reyes,Albert,Reyes,areyes9l@nbcnews.com,"43 Transport Pass, Dallas, TX",4698084965
ID000347,256935132,Aaron Harvey,Aaron,Harvey,aharvey9m@nsw.gov.au,"1807 Prairieview Pass, Dallas, TX",2146329282
ID000348,973816951,Jack Ward,Jack,Ward,jward9n@independent.co.uk,"5 Susan Plaza, Richardson, TX",9729184342
ID000349,324711906,Dorothy Spencer,Dorothy,Spencer,dspencer9o@mozilla.com,"90651 Bellgrove Junction, Dallas, TX",9728928862
ID000350,227595562,Lawrence Hunt,Lawrence,Hunt,lhunt9p@gov.uk,"2 Randy Court, Dallas, TX",9729624743
ID000351,931624904,Beverly Fernandez,Beverly,Fernandez,bfernandez9q@jigsy.com,"480 Toban Lane, Richardson, TX",4699753330
ID000352,625577457,Karen Johnston,Karen,Johnston,kjohnston9r@usda.gov,"3 Coleman Plaza, Dallas, TX",2147681518
ID000353,285704379,Howard Gonzalez,Howard,Gonzalez,hgonzalez9s@usatoday.com,"7699 Dakota Terrace, Dallas, TX",2149056019
ID000354,490164375,Dorothy Graham,Dorothy,Graham,dgraham9t@tinyurl.com,"9 Mcguire Alley, Richardson, TX",4696194224
ID000355,246405583,Barbara Anderson,Barbara,Anderson,banderson9u@marketwatch.com,"77 Ronald Regan Park, Richardson, TX",2149471531
ID000356,697566815,Frances Willis,Frances,Willis,fwillis9v@sina.com.cn,"61438 Becker Park, Dallas, TX",4699005979
ID000357,878941305,Martha Arnold,Martha,Arnold,marnold9w@buzzfeed.com,"52279 Hauk Plaza, Dallas, TX",4699686237
ID000358,721322687,Maria Medina,Maria,Medina,mmedina9x@diigo.com,"6 Gina Crossing, Dallas, TX",2148513813
ID000359,842655010,Jonathan Fox,Jonathan,Fox,jfox9y@photobucket.com,"32 Springs Road, Dallas, TX",9729165884
ID000360,657176421,Carlos Carter,Carlos,Carter,ccarter9z@gizmodo.com,"96207 3rd Park, Dallas, TX",2149287624
ID000361,422817045,Adam Ferguson,Adam,Ferguson,afergusona0@ucoz.com,"0 Summerview Court, Dallas, TX",2149575621
ID000362,644090337,Nicholas Wheeler,Nicholas,Wheeler,nwheelera1@mozilla.com,"756 Pleasure Circle, Dallas, TX",4699733255
ID000363,903981679,Raymond Rogers,Raymond,Rogers,rrogersa2@who.int,"16 Monument Parkway, Richardson, TX",4698879227
ID000364,847293619,Brandon Stevens,Brandon,Stevens,bstevensa3@narod.ru,"94647 Village Junction, Dallas, TX",2146936689
ID000365,822625312,Lori Ferguson,Lori,Ferguson,lfergusona4@scribd.com,"49 Sachtjen Crossing, Dallas, TX",2149681515
ID000366,629419551,Roy Turner,Roy,Turner,rturnera5@abc.net.au,"61544 Talmadge Drive, Richardson, TX",4699275678
ID000367,235798503,Martha Warren,Martha,Warren,mwarrena6@meetup.com,"94 Vahlen Hill, Dallas, TX",9727763863
ID000368,265907820,Ruby Anderson,Ruby,Anderson,randersona7@slashdot.org,"0482 Haas Terrace, Dallas, TX",4698732923
ID000369,694920573,Steven Bailey,Steven,Bailey,sbaileya8@mlb.com,"8987 Lawn Park, Dallas, TX",4699388249
ID000370,143302355,Melissa Perkins,Melissa,Perkins,mperkinsa9@psu.edu,"0039 Hanson Court, Dallas, TX",9729953027
ID000371,344692006,Ruby Ross,Ruby,Ross,rrossaa@lycos.com,"86591 Roxbury Circle, Dallas, TX",2149171080
ID000372,566647874,Billy King,Billy,King,bkingab@gnu.org,"831 Sutherland Point, Plano, TX",2148466560
ID000373,163658067,Mildred Sanchez,Mildred,Sanchez,msanchezac@storify.com,"09 Annamark Circle, Dallas, TX",4698772424
ID000374,588459557,Linda Duncan,Linda,Duncan,lduncanad@paypal.com,"09159 Charing Cross Way, Dallas, TX",9728773172
ID000375,142746194,Janice Montgomery,Janice,Montgomery,jmontgomeryae@columbia.edu,"661 Grasskamp Alley, Dallas, TX",2149058688
ID000376,694583169,Robin Cox,Robin,Cox,rcoxaf@naver.com,"0 Gerald Court, Dallas, TX",9727221586
ID000377,513110091,Carol Howell,Carol,Howell,chowellag@webnode.com,"273 Sullivan Lane, Richardson, TX",2148311374
ID000378,432497884,Doris Welch,Doris,Welch,dwelchah@netscape.com,"74 Oakridge Alley, Dallas, TX",4699836603
ID000379,204467713,Debra Kelly,Debra,Kelly,dkellyai@spotify.com,"0 Maywood Street, Dallas, TX",4699262312
ID000380,597001738,Scott Morales,Scott,Morales,smoralesaj@bing.com,"823 Sherman Point, Plano, TX",4698011210
ID000381,221706594,Louise Murphy,Louise,Murphy,lmurphyak@fema.gov,"7113 Carpenter Drive, Dallas, TX",4699881773
ID000382,300485255,Jack Cruz,Jack,Cruz,jcruzal@google.com.au,"55322 Linden Point, Dallas, TX",4698960110
ID000383,823597520,Teresa Carter,Teresa,Carter,tcarteram@zimbio.com,"4757 Kingsford Street, Dallas, TX",2149641732
ID000384,526530309,Eric Flores,Eric,Flores,efloresan@behance.net,"0 Vera Center, Dallas, TX",2148682141
ID000385,996226511,Louis Elliott,Louis,Elliott,lelliottao@mit.edu,"02 Jenna Trail, Dallas, TX",9725674117
ID000386,688127828,Nicholas Evans,Nicholas,Evans,nevansap@patch.com,"13 Russell Lane, Dallas, TX",2149753027
ID000387,389899874,Evelyn Bailey,Evelyn,Bailey,ebaileyaq@bbc.co.uk,"77832 West Park, Dallas, TX",9729789540
ID000388,614079273,Arthur Ray,Arthur,Ray,arayar@canalblog.com,"3079 Donald Point, Dallas, TX",4697542762
ID000389,189818299,Shawn Burns,Shawn,Burns,sburnsas@feedburner.com,"51 Nelson Plaza, Dallas, TX",4699788065
ID000390,874300223,Henry Wallace,Henry,Wallace,hwallaceat@list-manage.com,"4139 Spaight Road, Richardson, TX",9725248949
ID000391,841428500,Kathy Garcia,Kathy,Garcia,kgarciaau@imdb.com,"3657 Anhalt Trail, Richardson, TX",4698678069
ID000392,933686811,Kenneth Sanchez,Kenneth,Sanchez,ksanchezav@ibm.com,"06600 Utah Crossing, Dallas, TX",9728100694
ID000393,124811894,Carl Bishop,Carl,Bishop,cbishopaw@artisteer.com,"01 Goodland Junction, Dallas, TX",4697923214
ID000394,255450108,Harry Tucker,Harry,Tucker,htuckerax@yellowbook.com,"8 Waubesa Parkway, Dallas, TX",2149254392
ID000395,694431375,Christopher Marshall,Christopher,Marshall,cmarshallay@liveinternet.ru,"34693 Warbler Junction, Plano, TX",2146463142
ID000396,405109736,Russell Murphy,Russell,Murphy,rmurphyaz@shutterfly.com,"9552 Mandrake Center, Dallas, TX",2148433552
ID000397,752918139,Jessica Carr,Jessica,Carr,jcarrb0@goo.gl,"9 Sutteridge Pass, Dallas, TX",4699499851
ID000398,324707021,Cheryl Moore,Cheryl,Moore,cmooreb1@tinypic.com,"0 2nd Plaza, Dallas, TX",9722720101
ID000399,903052325,Lori Carroll,Lori,Carroll,lcarrollb2@usa.gov,"879 Clarendon Alley, Dallas, TX",4699892206
ID000400,323483150,Frank Martin,Frank,Martin,fmartinb3@slate.com,"428 Lindbergh Way, Dallas, TX",9728021808
ID000401,748297839,Joyce Allen,Joyce,Allen,jallenb4@deviantart.com,"5911 Troy Pass, Dallas, TX",4699357570
ID000402,203923954,Philip Gonzalez,Philip,Gonzalez,pgonzalezb5@cbslocal.com,"2 Buhler Street, Dallas, TX",2149412219
ID000403,483932540,Nicole Bell,Nicole,Bell,nbellb6@delicious.com,"69 Manitowish Lane, Dallas, TX",2149017334
ID000404,235141141,Joseph Perry,Joseph,Perry,jperryb7@so-net.ne.jp,"45 Judy Trail, Dallas, TX",2149382436
ID000405,138499901,Doris Peterson,Doris,Peterson,dpetersonb8@engadget.com,"56 Oxford Avenue, Dallas, TX",2149562812
ID000406,311513288,Gregory Marshall,Gregory,Marshall,gmarshallb9@narod.ru,"17 Eastwood Terrace, Dallas, TX",2148240301
ID000407,359352008,Virginia Kelly,Virginia,Kelly,vkellyba@qq.com,"37408 Morrow Court, Plano, TX",9728399825
ID000408,608209205,Beverly Hawkins,Beverly,Hawkins,bhawkinsbb@feedburner.com,"0 Hovde Terrace, Dallas, TX",4698141846
ID000409,539337584,Scott Gonzalez,Scott,Gonzalez,sgonzalezbc@barnesandnoble.com,"623 Westend Way, Dallas, TX",4699286396
ID000410,407508210,Paul Mcdonald,Paul,Mcdonald,pmcdonaldbd@china.com.cn,"334 Orin Avenue, Dallas, TX",9729941541
ID000411,158214344,Dennis Duncan,Dennis,Duncan,dduncanbe@marriott.com,"05 Mitchell Hill, Dallas, TX",4699067817
ID000412,146557699,Mary Ryan,Mary,Ryan,mryanbf@google.ru,"24029 Nevada Way, Dallas, TX",4698276766
ID000413,870931419,Victor Smith,Victor,Smith,vsmithbg@creativecommons.org,"0 Helena Point, Dallas, TX",2148283216
ID000414,752503597,Ruby Murray,Ruby,Murray,rmurraybh@europa.eu,"4920 Westend Court, Dallas, TX",2148596221
ID000415,894844831,Jean Garza,Jean,Garza,jgarzabi@dmoz.org,"91 Havey Plaza, Plano, TX",9727389037
ID000416,327536005,Andrew Jordan,Andrew,Jordan,ajordanbj@umn.edu,"38498 Park Meadow Crossing, Dallas, TX",4697621505
ID000417,868790477,Harry Marshall,Harry,Marshall,hmarshallbk@ed.gov,"24 Heffernan Crossing, Plano, TX",9729270592
ID000418,409039079,Wayne Franklin,Wayne,Franklin,wfranklinbl@instagram.com,"35 Continental Alley, Dallas, TX",2147419000
ID000419,653599039,Lillian Gonzalez,Lillian,Gonzalez,lgonzalezbm@123-reg.co.uk,"9922 Arkansas Circle, Plano, TX",9728729248
ID000420,718476143,Rachel Bishop,Rachel,Bishop,rbishopbn@whitehouse.gov,"70227 Vernon Way, Dallas, TX",9727982559
ID000421,841963890,Alan Lynch,Alan,Lynch,alynchbo@dailymail.co.uk,"332 Dayton Plaza, Plano, TX",2149308850
ID000422,931944929,Carlos Ray,Carlos,Ray,craybp@cdc.gov,"62 Monument Park, Dallas, TX",4699427494
ID000423,720850355,Frank Taylor,Frank,Taylor,ftaylorbq@seesaa.net,"5 Lien Center, Dallas, TX",2146215602
ID000424,836238686,Melissa Burton,Melissa,Burton,mburtonbr@yandex.ru,"5 Springs Lane, Dallas, TX",4695670603
ID000425,999282020,Anne Nelson,Anne,Nelson,anelsonbs@wp.com,"34365 Kropf Park, Dallas, TX",9729041974
ID000426,919676865,Amanda Bailey,Amanda,Bailey,abaileybt@macromedia.com,"29 Continental Point, Dallas, TX",2148194931
ID000427,362099834,Chris Duncan,Chris,Duncan,cduncanbu@blogspot.com,"35 Alpine Avenue, Dallas, TX",2149402965
ID000428,762378033,Elizabeth Gibson,Elizabeth,Gibson,egibsonbv@sitemeter.com,"6602 Namekagon Way, Dallas, TX",9728637573
ID000429,424501775,Keith Brown,Keith,Brown,kbrownbw@slate.com,"471 Burning Wood Park, Dallas, TX",2148494296
ID000430,221742881,Karen Sanchez,Karen,Sanchez,ksanchezbx@census.gov,"71 Old Gate Point, Dallas, TX",2149156512
ID000431,467351217,Marilyn Meyer,Marilyn,Meyer,mmeyerby@usatoday.com,"3981 Lerdahl Point, Dallas, TX",9729565459
ID000432,142418822,Harold Little,Harold,Little,hlittlebz@bbc.co.uk,"81271 Evergreen Lane, Dallas, TX",4698888096
ID000433,626749990,Henry Dean,Henry,Dean,hdeanc0@soup.io,"4913 Brentwood Center, Dallas, TX",4699502072
ID000434,468997446,Joyce Rivera,Joyce,Rivera,jriverac1@indiegogo.com,"3 Johnson Pass, Dallas, TX",4699823317
